YTID,Keywords
AnamA0tQL2g,Idling;Vehicle
Ao9pQPwLNHA,Sizzle;Stir
AoIM2lMQbso,Music;Shuffling cards
AoSIhCUpTYo,"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove"
AoYY_cXwZPs,Snake;Hiss
Ap4nvdEotqw,"Crying, sobbing"
ApDJYsi9UGg,"Harmonica;Wind instrument, woodwind instrument"
ApJA85gwNFo,Clapping
Apd17vHNhMM,Music;Shuffle
AqEKRa-YIis,Toilet flush;Water
AqSV_WKZxEc,Background music;New-age music;Music;Ambient music
AqYtUrWUX_s,Bicycle bell
AqfteuxjI2g,Bird;Duck;Animal
AqmpvjeRVtY,Single-lens reflex camera;Speech
AqrxyJJ68xU,Scrape;Speech
AqwOCxkhrjI,"Aircraft engine;Vehicle;Fixed-wing aircraft, airplane;Aircraft;Outside, urban or manmade"
ArBDKeED_xA,Vacuum cleaner
ArE_BqO-YPk,"Water tap, faucet;Pump (liquid);Water"
ArIES6ScYzo,"Vehicle;Helicopter;Fixed-wing aircraft, airplane;Aircraft;Outside, rural or natural"
ArQemnqgVbM,Crowd;Battle cry
AriWjU24Wgc,Jet engine
Aro-HcWNsHI,Country;Music;Strum;Bluegrass
Arqb86BoEdA,Music;Harmonic
ArsKCV3rkc4,"Bagpipes;Wind instrument, woodwind instrument"
ArtL_qXq5Rk,"Subway, metro, underground;Railroad car, train wagon;Train horn;Rail transport;Train;Clickety-clack"
Arx-VzOR4O8,"Horse;Music;Neigh, whinny;Speech;Animal"
AsAoyL1GXQc,Cash register;Speech
AsOyt_aFuK8,Lawn mower;Vehicle
AsQXL6yXbvs,Emergency vehicle;Siren;Police car (siren)
AsSPcPFgGdE,Rain;Raindrop
AsruYi3jygk,Patter
At88LS5okRI,"Burping, eructation;Speech"
AtAMCrBszqk,Gong
AtBhjH3D0RY,"Chink, clink"
AtCS6gTpRLU,Flap
AtJ2RXQ98kY,Blues;Disco;Music;Speech
AtWf5OAE8aM,Brass instrument;Trombone
AtdCLd4StZk,Gospel music;Music
Ats8Yb9WrDU,"Wind instrument, woodwind instrument;Flute"
Aty2HP9Zr7g,Chainsaw
Au32Qi1j8Z0,Train whistle
Au5NjQaR_T0,"Gunshot, gunfire;Cap gun"
AuAhSdfY-rs,Music;Boing
AuEPed8B0kw,Speech;Hands
AuG9i5cwGW0,Independent music
AuJ8X3TK3cU,"Waves, surf;Wind;Ocean;Ship;Wind noise (microphone)"
AuVMi3pniEc,"Biting;Inside, small room"
AuamD1PgG5I,"Single-lens reflex camera;Speech;Inside, large room or hall"
AuevjJVdbyk,Speech;Sewing machine
Auwh2STvWFs,"Music;Trickle, dribble;Gush"
AuwwPMrH5sE,Electric guitar;Guitar;Music;Musical instrument;Pulse;Plucked string instrument
Auxntwy0vKk,"Boat, Water vehicle;Motorboat, speedboat"
AvU6bhvYl6A,"Air horn, truck horn"
AvUZN3f0YmA,Sanding;Rub
AvcWMcfKmhc,Music;Speech;Throat clearing
AvnXQjeIqEk,Music;Mandolin;Speech
Avs_-f9_n8A,Finger snapping;Speech
AvwdLQP-Mlg,Squeak
AvwkPNFe63s,Music;Snort
AvyB5a_HcFM,Environmental noise;Speech
Aw0eXIShRzk,"Run;Inside, large room or hall"
Aw2ctwyhe28,Music;Ska
Aw7lwJt-pfI,"Ratchet, pawl;Pulleys;Mechanisms"
AwPgz95txYQ,Rumble;Whir
AwSbAL6aUb4,Ringtone
AwcuLXAPFDs,Electronic music;Jazz;Music;Dubstep
AwgJLNHUViU,Singing;Music;Piano;Classical music
Awmz5L-c58I,Groan
AwtHdODObEw,Chant
Aww5-8rdUaU,Mechanical fan;Speech
AxMMB8fgXPI,Keys jangling;Speech
AxSqsHVKgpc,"Bird flight, flapping wings"
Axov9pRGK7s,Emergency vehicle;Siren;Police car (siren)
AxrZJAOUe5w,Music;Boom
Ay3aLiIhTv0,"Telephone bell ringing;Speech;Inside, small room"
Ay4QYnjYzR0,Music;Ding-dong
AyCtV9mKAmk,"Female speech, woman speaking;Speech"
AyFk10RjRS4,Alarm;Speech
AybghhhxlhU,Music;Tick;Speech
AynZGrvHIjs,Bus;Music;Vehicle
Aysvc4tVke8,Hands
AywQ34L_nYg,Speech synthesizer
AzGtPHlrlzU,Singing;Scratching (performance technique);Music
AzZsdF3nf9g,Helicopter
B-3Rsam9FxM,Music;Fireworks
B-EO_CbvXnA,Gasp;Speech
B-Id6gGDi9E,"Harmonica;Wind instrument, woodwind instrument"
B-PyuipIQYg,Video game music;Music
B-XS7rGmG0o,Clapping
B-ZiKpMIw6I,Music;Crack
B-ryQi6V7nA,Scrape;Speech
B-taUyzj_yc,"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove"
B0OKth2k2-w,Purr
B0ay3dJ4T4Q,Sawing;Wood
B0eRIO4kaSk,Humming;Music
B0f3QYWaCJg,Foghorn
B0jOLTYnbOw,"Music;Steel guitar, slide guitar"
B124lzkVThY,Crunch
B1L0hb8I7KY,Toot;Speech
B1ixRtiUJ-U,Cello;Double bass;Bowed string instrument
B1lSqZqY-Y0,"Horse;Music;Neigh, whinny;Clip-clop;Speech;Animal"
B1nTZdaKICM,Crowd;Children shouting
B25RukLTrYk,Speech;Speech synthesizer
B27Rhx0m4dw,Whistling
B2coTw0cSWs,Speech;Boiling
B2yLFcmZ51I,Disco
B2zlyUiQ-r8,"Sink (filling or washing);Water tap, faucet;Water"
B3CwXuvzvHI,"Bird;Bird vocalization, bird call, bird song;Fowl;Crowing, cock-a-doodle-doo;Cluck;Chicken, rooster"
B3WaJ_3M0vw,Music;Pop music;Crunch
B4KIQtk7fT4,Clarinet;Effects unit;Guitar;Music;Musical instrument;Plucked string instrument;Synthesizer
B4M6vp3coH0,Chopping (food)
B4a0bqOCJdY,Music;Pop music;Song;Hip hop music
B4b7BVwW4eI,"Smash, crash"
B4k036R3wQE,"Smoke detector, smoke alarm"
B4l-0zH00nI,"Skidding;Vehicle;Speech;Tire squeal;Car;Race car, auto racing"
B4lGhVjoMTk,Singing bowl
B5D1Er0X8FM,Chant
B5XTBvnpwqU,Music;Middle Eastern music
B5q2_BUZavk,Rustle;Raindrop
B610gp0IKZE,Chop
B6Bgv9gGCmY,Change ringing (campanology)
B6LfW54PyZ0,Cowbell
B6WIVlPDou4,Music;Gargling;Speech
B6ginKdsPRE,Sneeze;Speech
B6mlTpJ-b7s,"Jingle, tinkle"
B6ztq8nBfBU,Whispering
B6zvUOhpdp0,"Narration, monologue;Female speech, woman speaking;Speech;Speech synthesizer"
B71qY7EU7jE,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
B77LXsUegag,Effects unit;Guitar;Music;Musical instrument;Electronic tuner;Drum machine
B7HEn8biLrU,Pump (liquid)
B7Q9T0nzwjk,"Walk, footsteps;Speech"
B7ZNC8h8Mmw,Music;Scary music
B8IjOrrHbfY,Toothbrush;Music;Speech
B8QSRndv8mM,Mandolin
B8dq3Zi_NDA,"Sneeze;Speech;Outside, urban or manmade"
B8vWu_8foaA,Sawing
B9GItZg1U_o,"Idling;Vehicle;Speech;Outside, urban or manmade"
B9IAl-ygE2k,Christmas music;Christian music;Music;Speech
B9K58KYq-Cs,New-age music;Music;Speech
B9ME0Vcm_xA,Traditional music;Music
B9ZQcIBD4rA,Explosion;Eruption;Speech
B9n4a5ciI48,Engine;Idling;Vehicle;Car;Medium engine (mid frequency);Engine starting
B9rbaii1uZg,"Belly laugh;Speech;Inside, small room"
B9sno0As9PY,Mantra;Music
BAB5U7kCOH0,Ambulance (siren);Emergency vehicle;Siren
BAVk6o3ZhMw,Toothbrush
BA_nJrD4lQQ,Motor vehicle (road);Engine;Idling;Truck;Vehicle;Engine starting
BAi-G6k8XWM,Chopping (food)
BAsBsxsPLno,Music;Sitar
BBHrgydyuW0,Hair dryer
BBSApRvkaqY,Didgeridoo;Music;Musical instrument
BBYIJjcxapk,Car alarm
BBcXJhZHNZ8,Static
BBdwfm_jsns,Sniff;Speech
BBlzg67T3aA,"Thump, thud"
BCUBbqEk5do,Eruption;Speech
BCVE9BA7wyw,Croak;Frog
BCdLTNK_S0c,Music;Funny music
BChhAS1sFvA,"Writing;Speech;Inside, large room or hall"
BCjak4QKscc,"Boat, Water vehicle;Rowboat, canoe, kayak"
BCnP8sqnHcw,Coin (dropping)
BD2mfuPbL4c,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
BDdBGKVQw_Y,Hoot;Owl
BDk9MPt_gCc,Tapping (guitar technique);Music
BDmigkNdKSo,Music;Punk rock
BDvQNm7FggM,Timpani
BE3cTqYfb0c,Music;Soundtrack music
BE75JIPnEas,Music;Pop music;Song
BEBOP2QIhFU,"Boat, Water vehicle;Field recording;Vehicle"
BESIHimtRBM,Mouse;Speech
BEZdszHKGTQ,"Harmonica;Wind instrument, woodwind instrument"
BEhIGoq9tow,New-age music
BEjKBSLm2fc,Environmental noise
BEkQvavvSng,Music;Groan;Speech
BEuIJ5dw5kY,Rain;Thunderstorm;Thunder
BF7sh0Ugn-8,"Chuckle, chortle;Snicker;Speech"
BFOkpi3oZBI,Tapping (guitar technique);Guitar;Music;Musical instrument;Plucked string instrument
BFPSKB99Anw,Environmental noise
BFTUm16hXWE,Alarm clock;Music
BFWN_OXjYM0,"Cat;Purr;Domestic animals, pets;Animal"
BF_i_fA_VNE,Speech;Drawer open or close
BFti0v_mGeM,Stream
BG0FlwMkpVk,Chop
BGA402wm33c,Clip-clop;Speech
BGK47EibWeQ,Music;Pant
BGag_9faOuA,"Vehicle horn, car horn, honking"
BGkXV9_wf9g,"Cat;Domestic animals, pets;Meow;Speech;Animal"
BGmZ05m1-8M,Crowd;Battle cry
BGywP1-ZPAk,Vehicle;Helicopter;Aircraft
BH0rbQ6zHlw,Pulleys;Mechanisms
BH9nlxRHPD4,Typewriter
BHH8J89mAFQ,Background music
BHdBxcV5fIo,Plop;Speech
BHoQSFUkZvs,Waterfall
BHqX1Jxxr5k,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
BHzBaqR47Xw,"Music;Trickle, dribble"
BI4fjQBZliY,Whir
BIK1Ds79KVM,Fire alarm
BIV3t1tHTT4,Dial tone;Telephone;Speech
BIX92PE-Zj0,Clock;Music;Tick-tock
BIaloqYG5DA,Spray;Speech
BIjHTZsmleI,Vehicle;Helicopter;Speech
BIkgkPAlg9U,Music;Salsa music
BJ1WRCNpY1I,Snoring;Whistling;Speech
BJ8up8BXMjg,Doorbell
BJAIuP5qWUk,Gush
BJIjBi5qwDQ,Croak;Frog
BJOZV4-zOpI,Music;Scrape
BJVFqd7WYxA,Fire;Wind
BJ_tFJ1tRBE,Music;Opera;Independent music
BJiPVGwmnU8,Music;Vibraphone
BK5mKgdB4bw,Sampler;Music;Drum machine
BL58uUoo7U0,Whale vocalization;Music;Speech
BL6DESnl79Y,Sheep;Bleat
BLUr0EbKpRE,"Giggle;Speech;Inside, small room"
BLWA-v_ZW8g,Stream
BLfF6L301UY,Singing;Yodeling;Music
BLnOPA7oMxY,Applause
BM0MSMJBCrA,"Motor vehicle (road);Flap;Accelerating, revving, vroom;Vehicle;Traffic noise, roadway noise;Car"
BMZBh8w1beA,"Chuckle, chortle"
BMcKVcaBDFk,Scissors
BMewJbyURIQ,Music;Squawk
BMizovbaUbc,Toothbrush
BMqxW3bs0iU,Emergency vehicle;Siren;Police car (siren);Car passing by
BMxgDBoPv_0,Electric piano;Keyboard (musical);Piano
BN63M3_lPCQ,Traditional music;Music;Speech
BNJh10pkuAw,Toot;Vehicle;Speech
BNb8AV5xz20,Buzzer;Music;Speech
BNxyMPVM3U8,Clang
BO4_rh2QfA0,Tap;Speech
BO99j_lS9Rc,Singing;Music;Psychedelic rock
BOJOxMrM1aM,Eruption
BOOgP_e6-kQ,Thunk
BObRXW-Ld7k,"Slap, smack"
BObh9pDaqdU,Sink (filling or washing);Water
BOcmUK8MUJw,Music;Shuffle;Speech
BOesy8KQleA,Vehicle;Speech;Air brake
BOjDttEtfGI,"Fowl;Cluck;Chicken, rooster"
BOnjtEKArXk,Bicycle;Vehicle;Speech
BOoXaJfTsrQ,Babbling
BPFA7RzzJdM,"Clock;Music;Inside, small room"
BPGZsM5gWO4,Sneeze;Music
BPMejKpojCU,Groan;Speech
BPaSzwJo1Vw,Chopping (food)
BPdZbU64uPw,Skateboard
BQ1JuiTKfAQ,String section
BQ1V_ImlYYE,Speech;Baby laughter
BQDNTaaFO6g,Slam;Speech
BQOewFB5bw4,Wild animals;Animal
BQVFuSbSrgs,Bus;Music;Vehicle
BQWPvKrN07c,"Boat, Water vehicle;Waves, surf;Wind;Sailboat, sailing ship;Wind noise (microphone)"
BQWXKuFYuro,"Gunshot, gunfire;Cap gun"
BQ_KrefFiTw,Traditional music;Music
BQikVnHehaM,Echo;Music;Speech
BRK2rXjsn_s,Sawing
BRKKO44P6Oc,Stomach rumble
BRYojKzC-xY,Explosion;Speech
BRje9BbrlgI,Rattle
BS5Ou46incw,"Wild animals;Speech;Roaring cats (lions, tigers);Animal"
BSLriWJ7hn8,"Bagpipes;Wind instrument, woodwind instrument"
BSPjTGVP1I4,"Gunshot, gunfire;Machine gun"
BSUH5i_RWW8,Clip-clop;Speech
BSlMz-I51H8,"Rodents, rats, mice"
BSxcEQgZsXk,Squeal
BTDG8u-q1Gg,Snoring;Breathing
BTMWpYzpu5g,Tabla;Drum;Percussion
BTUjg01sc1M,Mantra;Music;Sitar
BTViJiVyjlI,"Vibration;Music;Inside, large room or hall"
BTZiBsqBMWo,Vacuum cleaner
BTa9mc388f0,"Slap, smack"
BTsga9GXN-s,"Sigh;Inside, small room"
BTxwsd0wOMg,Chainsaw;Tools;Power tool
BUDb8YieUgU,Electronic music;Music;Techno;Trance music
BUEgYD_M200,"Rodents, rats, mice;Patter"
BUJOxuj4MXU,Snort;Speech
BUVijjtJlt0,"Vehicle;Speech;Traffic noise, roadway noise"
BUWbWTe7QrU,Air conditioning;Speech
BUX0-o30zgE,Crunch
BUqwrA-FqmY,Music;Skateboard
BV49gEN-0l0,Siren;Civil defense siren
BV9rj8Q99aI,Whispering;Speech
BVYkJgfuDNs,Crunch;Speech
BVch9SzTjZw,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)"
BVlh3igb-7g,Clock
BVonSUC3zIQ,"Wind instrument, woodwind instrument;Shofar"
BVt8RgNrwbQ,Singing bowl
BVwe13xVidc,String section
BW25L9uMX0Q,Applause;Speech
BWBFSXr7qFo,Vibration
BWP4MGoC1SI,Drill;Tools;Power tool
BWfsqYJSCAA,Wheeze
BWiuLxul3v4,Telephone bell ringing;Speech
BWsCxGWd4Is,"Whoosh, swoosh, swish"
BWu9Knb6Q2Q,Slam;Speech
BWyINC68xWg,Liquid;Speech
BXadkmPoK_Q,Toilet flush;Water
BXcEsM8ykhE,Harp;Pizzicato
BXfY7CSGd0Y,"Domestic animals, pets;Dog;Growling;Animal"
BXimTaaS4N4,Knock;Speech
BXv69uAoHk4,Gospel music;Christian music;Music;Tender music
BXxx9yAholw,Music;Speech;Ambient music
BXzfYZoN9oc,"Motorcycle;Air horn, truck horn;Vehicle;Vehicle horn, car horn, honking"
BXzr4xzd3-4,Music;Steelpan
BY0UIqOdiJE,"Whack, thwack;Slap, smack"
BY6Ycw90S7g,Environmental noise;Speech
BYNisb8TQ9g,Aircraft engine;Vehicle;Helicopter;Aircraft
BYXVBTmoBpo,Sanding;Rub;Wood
BYbIKQqGE2U,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
BYdB-oFZUZM,"Cat;Domestic animals, pets;Caterwaul;Animal"
BYdBPbSYSvg,Heart murmur
BYi0fAZtBls,Blues;Music;Rhythm and blues;Techno
BYk9vYAh-kM,Laughter;Music;Pig
BYnYTgeM6Go,"Bagpipes;Wind instrument, woodwind instrument"
BYpII-rSojM,"Fill (with liquid);Inside, small room"
BZ2uzpTWQto,"Fowl;Crowing, cock-a-doodle-doo;Chicken, rooster"
BZ8srHfJ-aM,Zipper (clothing);Speech
BZBo4-2ULMA,Traditional music;Music
BZPczXuL4Bs,Singing;Guitar;Music;Mandolin;Musical instrument;Plucked string instrument
BZTSmF9zt_Q,Engine;Vehicle;Car;Medium engine (mid frequency)
BZXS6ZhiJ3Y,"Water tap, faucet;Bathtub (filling or washing);Water"
BZeO3DtN2To,"Pig;Speech;Livestock, farm animals, working animals;Animal"
BZn_6borMY4,Music;Ukulele
BZtLVLGnILI,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
B_0BhgLHPNo,"Engine;Accelerating, revving, vroom;Vehicle;Heavy engine (low frequency)"
B_DkmRilXyU,Hammer;Tools
B_Q0gSrL-PU,Acoustic guitar;Music;Speech
B_hJGfaCXq8,Fireworks
BaB9bAHskUU,Foghorn;Music;Musical instrument
BaKcwU1lt3c,Video game music;Music
BaQDCSs1boY,"Tearing;Speech;Inside, small room"
BaQE00jWU4E,Mantra;Music
Bap5P9buB0Y,Jazz;Music
Bar1jMJv_Rw,Single-lens reflex camera
BbLkppp3QZc,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Water;Sailboat, sailing ship;Stream;Wind noise (microphone)"
Bbaz_T6BN3g,"Music;Steel guitar, slide guitar;Inside, large room or hall"
BbdRy286MOg,Silence;Knock;Speech
BbkwSomTh3g,Gong
Bbm-b0z_XpE,Clock;Alarm clock;Alarm
Bc62sOnGG3Q,Knock;Speech
Bc6AIHASWxI,Crowd;Cheering;Children shouting
BcAi6hPHr_I,Music;Scratch
BcOMQ6-b5Jo,Scratch
BcVapmCbULQ,Cymbal;Drum;Drum kit;Hi-hat;Rimshot;Snare drum;Bass drum;Percussion
BcbsfR7L8FY,Arrow
BcdeXloL8Ck,Chop
BceDXBeTS9k,Sine wave;Tuning fork
BcqtfPsWp9w,Air conditioning;Vehicle;Speech
Bcs-E6kVjqQ,Singing;Gospel music;Christian music;Music
Bcv0Cc6HY3E,Timpani;Music
Bd2F5bD0NzQ,Sine wave
Bd9TjPP31U0,Singing;Soul music
BdKiPR3kdjo,Blues;Music
BdQDuT6rJfU,"Singing;Reverberation;Effects unit;Music;Inside, small room"
BdhaR2QUGqY,Background music;Music;Tender music
Bdi9NEo8cDU,"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)"
Bdkov4O7umk,Organ;Hammond organ
Bdu2CGe1uyw,Zipper (clothing)
Be0z4cALwJo,Rain;Thunderstorm;Thunder
Be8u83UbvDo,Whir;Speech
BeAPmtJjv84,"Wild animals;Speech;Roaring cats (lions, tigers);Animal;Outside, rural or natural"
BeFzozm_H5M,New-age music;Music
BeILNH0jSVg,Engine;Toot;Vehicle;Speech;Car
BeSD9csKUMc,Music;Ding-dong
Bea_2ANKJ5o,Singing;Beatboxing;Music
Beg79kXQBRo,"Laughter;Belly laugh;Speech;Baby laughter;Inside, small room"
BehVa_93nwg,"Electric toothbrush;Music;Speech;Inside, small room"
Bei0nxLx86c,Drawer open or close
BejkSBD0dPo,Jingle bell
Bf0r1QRW8q4,Throbbing;Hum
Bf1ZcAKkeUc,Tap;Speech
BfBp-33aXDs,Music;Bellow
BfUoopDpmmY,Singing;Music;Music for children;Song
Bfi4uylYUFo,Toothbrush
BgH3PEVaD_0,"Ratchet, pawl;Creak;Gears;Mechanisms"
BgTB_xt11bA,Music;Dubstep;Hip hop music
BgUWb7ArWSM,"Fire engine, fire truck (siren);Emergency vehicle;Siren"
BgYlu44UIeM,"Music;Scratch;Speech;Inside, small room"
Bgcvw5VEabw,Camera
Bh2dm_FYKpE,"Baby cry, infant cry"
Bh4oxwlwQMY,"Smoke detector, smoke alarm"
Bh7cR2Tqc4g,Music;Zing
BhJa0kTUdGY,Singing;Banjo;Country;Music
BhYaXU1MVcQ,"Wind instrument, woodwind instrument;Shofar"
Bh_TUphLoZ0,Blender
BhkX37Oj6CI,Door
BhmoxAi9l84,Horse;Clip-clop;Speech;Animal
BiBk_JCPmI8,Beatboxing
BiIRK96m0Ho,"Brass instrument;Saxophone;Wind instrument, woodwind instrument"
BiMI6fs8S6w,"Cupboard open or close;Domestic animals, pets;Dog;Animal"
BiPwCMlghhQ,Music;Reggae
BiTHp8Ac7Gg,Scissors;Speech
BibLeh4majE,Hands
BicuOQEwE2E,Drip
BiqPn3d_dKM,Didgeridoo;Music;Musical instrument
Bj7_pVIHsnE,Pump (liquid);Water
Bj8ORprzR6Y,Door;Tap
Bj9KEmLWRek,Filing (rasp);Rub
BjBO3Zxw5cc,Filing (rasp);Rub;Wood
BjKEzvmaQAA,"Beep, bleep;Music;Speech"
BjKTGhSeGyE,Siren;Civil defense siren
BjWf0keANT8,Sine wave
BjWrd0Z8rkw,Pink noise
BjaFlBPF4ZM,Whale vocalization
BjeQlVr9KnM,"Water tap, faucet;Bathtub (filling or washing);Water"
BjtvlMU6ZQo,Splinter;Wood
Bjw3c23Hozs,Snake;Hiss
BkL4Il1Vmtc,Music;Music of Bollywood
BkObUW1WDhE,Computer keyboard;Speech
BkSCfcTBMRY,"Cello;Double bass;Keyboard (musical);Piano;Violin, fiddle;Bowed string instrument"
BkiVd188Cqs,Chainsaw;Tools;Power tool
BkjvDGA8_94,"Domestic animals, pets;Squeak;Howl;Dog;Animal"
Bkq1PAyGuZY,Screaming;Speech
Bl4VJ3ZJ4jY,Music;Music of Bollywood
BlKWixPC-xw,Music;Reggae;Rhythm and blues
BlPpxmAGRHw,Giggle
BlfvcQ3gqFg,Siren;Civil defense siren
BliaKzLQ8ts,Music;Zing
BljxyYDZ_ZY,Rattle (instrument);Speech
Bm2nWL4QaK4,Squeak
BmEOuiVhP9U,Video game music;Music
BmF0NaiBp0I,Raindrop
BmFBcMxFy7Q,"Horse;Neigh, whinny;Speech;Animal"
BmH5NYySQyY,Drum and bass;Music;Dubstep
BmZW4hl7k6g,"Speech;Children playing;Inside, small room"
Bmia-ls4RQk,"Bird flight, flapping wings"
BmkqueB0Vrs,"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)"
BnFJ87ZwU-A,"Male speech, man speaking;Speech;Hands"
BnMj7aNQglA,"Goat;Domestic animals, pets;Speech;Animal"
BnhNPNP64ik,Train whistle;Steam whistle;Steam;Hiss
BnovYnY1UpM,"Hubbub, speech noise, speech babble;Speech;Outside, urban or manmade"
BoSHA6-rvxM,Bass guitar
BoWZqMDslRg,"Music;Dental drill, dentist's drill"
BoeZQKVuwA4,Steam;Hiss
BojCkFK3pNg,Harpsichord;Keyboard (musical)
Bp8cbZQmIzQ,"Cattle, bovinae;Moo;Livestock, farm animals, working animals"
BpB7qp4bn-4,Stomach rumble;Speech
BpDu70Sa6qo,Toothbrush
BpHTMVB9fBw,Squeal;Speech
BpLUOKHl51E,"Cello;Double bass;Violin, fiddle;Bowed string instrument"
Bpfz1iGvbEM,Drum;Drum roll;Percussion
Bpq3_eIfVQc,Yip;Speech
Bpu4dXxMhOs,"Vehicle;Traffic noise, roadway noise"
BqENDPYWYKo,Jingle (music);Music
BqFNRZ4Suxk,Music;Snicker;Speech
BqIZipifARo,"Guitar;Music;Musical instrument;Steel guitar, slide guitar;Plucked string instrument"
BqMSWtqXvws,Music;Electronica
BqQxzzVkToc,Conversation;Music;Speech
BqUmykGH5iA,"Fart;Music;Speech;Outside, rural or natural"
BqxTQshHqO4,Lawn mower;Speech
BrCW3BA8TIQ,Christian music;Music
BrTZo_kyvtc,"Insect;Mosquito;Fly, housefly"
BrvjJPYROMc,Engine;Idling;Vehicle;Noise;Medium engine (mid frequency)
Bs0hFfFJfQg,Growling
Bs6v2aPYtfI,Filing (rasp);Rub
BsRqBUiYkyY,Fill (with liquid);Speech
BscoQHJrNm8,Music;Angry music
BshLXcYg6ck,Music;Helicopter;Speech
BslDb2Uresk,"Motor vehicle (road);Toot;Vehicle;Speech;Traffic noise, roadway noise;Car"
Bt-h7IczpuM,Light engine (high frequency)
Bt5H0VrPWBs,Air conditioning;Speech
BtAhd1y-41o,Drill;Tools;Wood;Power tool
BtN6AvD1FyA,"Gunshot, gunfire;Cap gun"
BtSlTSO0Zd8,Theme music;Electronic music;Music;Dubstep
BtdzVnXZ0i4,Music;Sad music
BtkN3c-m4rE,Engine knocking
Btm23PFGVU8,Engine;Light engine (high frequency)
BtwvdgECX10,Crowd;Cheering;Children shouting
Bu1u9VQdT4M,Whale vocalization;Music;Speech
BuLU4VDdQ58,Whip
BuNveW_MZKU,Snicker
BubXcUKhWp4,Clock
BupCr-FQmhY,Cowbell
BurGML_ZqSA,Bell;Doorbell;Ding-dong
Bv-4b3D-8mQ,"Whack, thwack;Slap, smack"
BvFyTjlQ94c,Crow;Caw;Speech
BvrIrEnRKlI,"Rodents, rats, mice"
BvrvcxN-s7k,Music;Radio;Speech
Bvxvfq5GUI4,Alarm
Bwy3Cs7vZT4,Video game music
Bx2Dpr7sY1A,Stream
Bx3nzrmGXhw,Theremin
BxbP6bPXnng,Jazz;Music
BxfBMFT1CHA,Laughter;Speech;Camera
By8_wPVT4zg,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Ship"
ByF0pp-dVEo,"Beatboxing;Music;Speech;Vocal music;Inside, large room or hall"
ByJ0BXqeg1Q,Speech;Microwave oven
ByKfUSm67K4,Tick-tock
ByNnZshszLM,Waterfall
ByWV5XR1Hf8,Cash register;Speech
ByZD9ujkkB4,"Doorbell;Speech;Inside, large room or hall"
ByyfqHXwOjo,Crowd;Battle cry
Bz-TAUdigNg,"Camera;Inside, small room"
Bz0dOmVS0KY,Sizzle;Stir;Frying (food)
BzGyH-UH0q8,Toothbrush;Speech
BzI6PnwP1EI,Waterfall
BzM0qok5Cns,Music;Happy music
BzQzsbns0wk,"Bee, wasp, etc.;Insect;Cricket;Fly, housefly"
BzXMUYd-v9k,"Horse;Neigh, whinny;Clip-clop;Animal"
BztVrOphyc4,Basketball bounce;Speech
C-1i2GlbiIY,Music;Tender music
C-7ubPOCeJk,Singing;Funk
C-maOauMFZU,"Bird;Bird vocalization, bird call, bird song;Fowl;Chirp, tweet;Honk;Goose"
C07IwvRb7Ro,"Hubbub, speech noise, speech babble;Speech;Outside, urban or manmade"
C08wtF9ePHk,"Cutlery, silverware;Dishes, pots, and pans"
C0AQyOVGvFM,Singing;Music;Rhythm and blues
C0C4BbUMkOY,Static
C0HtFvZC5W8,Basketball bounce
C0YAnCOGvdk,Music;Tender music
C0dNM6u1Opg,Cacophony
C0eCERYt4bA,Gospel music;Music;Middle Eastern music
C1692IBSWaI,Bicycle;Squeal;Vehicle;Speech
C1EjihFnp3o,"Engine;Accelerating, revving, vroom;Vehicle;Speech;Car;Medium engine (mid frequency)"
C1O7V0jiiNw,"Vehicle;Car;Outside, rural or natural;Engine starting"
C1SqNwR-SFA,Babbling
C1Ua4UFsmzE,Croak;Frog
C1b8yTNmMbI,"Subway, metro, underground;Railroad car, train wagon;Rail transport;Train"
C223Ktqjrmw,"Laughter;Female speech, woman speaking;Speech"
C27eNiXJAHg,Gasp
C2Ccv6reRU8,Heavy metal
C2Kx6S0pU9g,Singing;Gospel music;Christian music;Music;Choir;Vocal music
C2gkVodtiCs,"Boat, Water vehicle;Waves, surf;Ocean;Ship"
C2vUzqlexgQ,Bicycle;Vehicle;Speech
C36h7Ya2FBM,Music;Television
C3A9A0myM4A,"Chatter;Speech;Inside, large room or hall"
C3Gr1FbaIQs,Music;Sigh;Speech
C3HqFyYZBGI,Conversation;Speech;Clapping
C3c7LnaN2AE,Fowl;Honk;Goose
C3imr3BZLX0,Afrobeat;Music
C3msYakeZUE,"Babbling;Speech;Child speech, kid speaking"
C4-_w6N3plU,"Conversation;Narration, monologue;Female speech, woman speaking;Speech"
C45UcC1rag8,Fill (with liquid);Speech
C4KXVhS4Uco,Zipper (clothing);Speech
C4MIXvkfQ8I,Wood block;Percussion
